# PDFs do proton: xf(x,Q^2), HERAPDF2.0 LO (parametrizacao de gluon alternativa)
# H1 and ZEUS Collaborations, Eur. Phys. J. C 75 (2015) 580, arXiv:1506.06042
# fonte: https://www.desy.de/h1zeus/herapdf20/grids_151021_lhapdf/HERAPDF20_LO_EIG.tgz
# extraido do membro central (0000) por interpolacao bilinear em (ln x, ln Q)
# Q2[GeV^2]  x  xu_v  xd_v  xubar  xdbar  xs  xc  xb  xg
10000.0 1.144490e-03 8.963411e-02 3.804162e-02 1.499419e+00 1.491707e+00 1.381184e+00 1.149388e+00 8.955958e-01 3.569279e+01
10000.0 1.205686e-03 9.207355e-02 3.931594e-02 1.465746e+00 1.457766e+00 1.348495e+00 1.119338e+00 8.704023e-01 3.463208e+01
10000.0 1.270154e-03 9.453474e-02 4.060439e-02 1.432346e+00 1.424095e+00 1.316073e+00 1.089548e+00 8.454427e-01 3.358222e+01
10000.0 1.338069e-03 9.700268e-02 4.189735e-02 1.399021e+00 1.390498e+00 1.283725e+00 1.059830e+00 8.205481e-01 3.253535e+01
10000.0 1.409615e-03 9.963187e-02 4.329796e-02 1.367515e+00 1.358696e+00 1.253152e+00 1.031844e+00 7.972097e-01 3.156021e+01
10000.0 1.484987e-03 1.022611e-01 4.469856e-02 1.336008e+00 1.326894e+00 1.222579e+00 1.003859e+00 7.738712e-01 3.058506e+01
10000.0 1.564389e-03 1.049286e-01 4.612502e-02 1.304890e+00 1.295475e+00 1.192384e+00 9.762426e-01 7.508643e-01 2.962509e+01
10000.0 1.648037e-03 1.077347e-01 4.764498e-02 1.275176e+00 1.265440e+00 1.163559e+00 9.499644e-01 7.290571e-01 2.872007e+01
10000.0 1.736157e-03 1.105409e-01 4.916494e-02 1.245461e+00 1.235405e+00 1.134733e+00 9.236863e-01 7.072499e-01 2.781506e+01
10000.0 1.828989e-03 1.134191e-01 5.073485e-02 1.216414e+00 1.206026e+00 1.106557e+00 8.980427e-01 6.860106e-01 2.693588e+01
10000.0 1.926785e-03 1.164085e-01 5.238195e-02 1.188396e+00 1.177660e+00 1.079383e+00 8.733795e-01 6.656489e-01 2.609663e+01
10000.0 2.029810e-03 1.193980e-01 5.402905e-02 1.160379e+00 1.149294e+00 1.052208e+00 8.487164e-01 6.452871e-01 2.525738e+01
10000.0 2.138344e-03 1.224971e-01 5.575357e-02 1.133274e+00 1.121825e+00 1.025922e+00 8.249225e-01 6.257020e-01 2.445323e+01
10000.0 2.252681e-03 1.256790e-01 5.753667e-02 1.106859e+00 1.095033e+00 1.000307e+00 8.017863e-01 6.067044e-01 2.367565e+01
10000.0 2.373131e-03 1.288609e-01 5.931977e-02 1.080445e+00 1.068242e+00 9.746918e-01 7.786501e-01 5.877068e-01 2.289806e+01
10000.0 2.500022e-03 1.321908e-01 6.121031e-02 1.055161e+00 1.042558e+00 9.501740e-01 7.565899e-01 5.696685e-01 2.216355e+01
10000.0 2.633698e-03 1.355713e-01 6.313750e-02 1.030262e+00 1.017251e+00 9.260304e-01 7.348967e-01 5.519575e-01 2.144372e+01
10000.0 2.774521e-03 1.389518e-01 6.506470e-02 1.005364e+00 9.919447e-01 9.018867e-01 7.132035e-01 5.342465e-01 2.072390e+01
10000.0 2.922875e-03 1.425209e-01 6.713099e-02 9.817852e-01 9.679285e-01 8.790226e-01 6.927675e-01 5.176541e-01 2.005395e+01
10000.0 3.079160e-03 1.461060e-01 6.920904e-02 9.583180e-01 9.440214e-01 8.562667e-01 6.724377e-01 5.011562e-01 1.938821e+01
10000.0 3.243803e-03 1.497117e-01 7.130280e-02 9.349838e-01 9.202440e-01 8.336395e-01 6.522348e-01 4.847708e-01 1.872745e+01
10000.0 3.417248e-03 1.535070e-01 7.354040e-02 9.128675e-01 8.976545e-01 8.121916e-01 6.331928e-01 4.694162e-01 1.811232e+01
10000.0 3.599968e-03 1.573023e-01 7.577799e-02 8.907513e-01 8.750650e-01 7.907436e-01 6.141508e-01 4.540616e-01 1.749719e+01
10000.0 3.792458e-03 1.611565e-01 7.806127e-02 8.689852e-01 8.528162e-01 7.696343e-01 5.954430e-01 4.390030e-01 1.689507e+01
10000.0 3.995240e-03 1.651661e-01 8.046509e-02 8.481432e-01 8.314666e-01 7.494185e-01 5.776171e-01 4.247256e-01 1.632725e+01
10000.0 4.208865e-03 1.691756e-01 8.286891e-02 8.273012e-01 8.101169e-01 7.292028e-01 5.597912e-01 4.104482e-01 1.575944e+01
10000.0 4.433912e-03 1.732829e-01 8.535050e-02 8.070011e-01 7.892933e-01 7.095104e-01 5.424832e-01 3.966284e-01 1.521158e+01
10000.0 4.670993e-03 1.775092e-01 8.792669e-02 7.873600e-01 7.691095e-01 6.904546e-01 5.258051e-01 3.833653e-01 1.468798e+01
10000.0 4.920750e-03 1.817354e-01 9.050288e-02 7.677189e-01 7.489257e-01 6.713989e-01 5.091271e-01 3.701022e-01 1.416438e+01
10000.0 5.183862e-03 1.860979e-01 9.319043e-02 7.487876e-01 7.294294e-01 6.530283e-01 4.931291e-01 3.574384e-01 1.366670e+01
10000.0 5.461042e-03 1.905414e-01 9.594407e-02 7.302775e-01 7.103412e-01 6.350642e-01 4.775347e-01 3.451303e-01 1.318439e+01
10000.0 5.753043e-03 1.949849e-01 9.869771e-02 7.117674e-01 6.912530e-01 6.171002e-01 4.619402e-01 3.328221e-01 1.270207e+01
10000.0 6.060658e-03 1.996018e-01 1.015967e-01 6.941129e-01 6.729921e-01 5.999620e-01 4.471681e-01 3.212366e-01 1.225073e+01
10000.0 6.384720e-03 2.042609e-01 1.045312e-01 6.766671e-01 6.549330e-01 5.830251e-01 4.325965e-01 3.098272e-01 1.180694e+01
10000.0 6.726110e-03 2.089201e-01 1.074657e-01 6.592212e-01 6.368738e-01 5.660882e-01 4.180248e-01 2.984178e-01 1.136315e+01
10000.0 7.085755e-03 2.137864e-01 1.105788e-01 6.427562e-01 6.197621e-01 5.500986e-01 4.043996e-01 2.878374e-01 1.095456e+01
10000.0 7.464629e-03 2.186569e-01 1.136955e-01 6.263109e-01 6.026693e-01 5.341278e-01 3.907933e-01 2.772737e-01 1.054668e+01
10000.0 7.863761e-03 2.235594e-01 1.168405e-01 6.100129e-01 5.857188e-01 5.182996e-01 3.773299e-01 2.668346e-01 1.014404e+01
10000.0 8.284236e-03 2.286338e-01 1.201380e-01 5.945073e-01 5.695335e-01 5.032378e-01 3.646352e-01 2.570663e-01 9.769609e+00
10000.0 8.727192e-03 2.337082e-01 1.234354e-01 5.790017e-01 5.533482e-01 4.881760e-01 3.519405e-01 2.472981e-01 9.395180e+00
10000.0 9.193834e-03 2.388401e-01 1.267848e-01 5.636641e-01 5.373217e-01 4.732738e-01 3.394068e-01 2.376675e-01 9.026530e+00
10000.0 9.685427e-03 2.440870e-01 1.302382e-01 5.486629e-01 5.216130e-01 4.586909e-01 3.271958e-01 2.283127e-01 8.669452e+00
10000.0 1.020331e-02 2.493338e-01 1.336916e-01 5.336617e-01 5.059042e-01 4.441081e-01 3.149847e-01 2.189579e-01 8.312374e+00
10000.0 1.074887e-02 2.546630e-01 1.372221e-01 5.191847e-01 4.907083e-01 4.300399e-01 3.032916e-01 2.100568e-01 7.974070e+00
10000.0 1.132362e-02 2.600796e-01 1.408348e-01 5.052513e-01 4.760441e-01 4.165052e-01 2.921356e-01 2.016258e-01 7.655201e+00
10000.0 1.192909e-02 2.655729e-01 1.445206e-01 4.916780e-01 4.617297e-01 4.033226e-01 2.813359e-01 1.935022e-01 7.348894e+00
10000.0 1.256693e-02 2.711208e-01 1.482594e-01 4.783695e-01 4.476733e-01 3.903998e-01 2.707994e-01 1.856051e-01 7.051789e+00
10000.0 1.323889e-02 2.767140e-01 1.520423e-01 4.652844e-01 4.338351e-01 3.776968e-01 2.604859e-01 1.778995e-01 6.762443e+00
10000.0 1.394677e-02 2.823609e-01 1.558780e-01 4.524702e-01 4.202621e-01 3.652610e-01 2.504433e-01 1.704264e-01 6.482479e+00
10000.0 1.469250e-02 2.880659e-01 1.597714e-01 4.399671e-01 4.069952e-01 3.531338e-01 2.407142e-01 1.632213e-01 6.213261e+00
10000.0 1.547810e-02 2.938074e-01 1.637013e-01 4.276708e-01 3.939326e-01 3.412127e-01 2.311945e-01 1.561948e-01 5.951164e+00
10000.0 1.630572e-02 2.995841e-01 1.676666e-01 4.155789e-01 3.810727e-01 3.294959e-01 2.218824e-01 1.493451e-01 5.696108e+00
10000.0 1.717758e-02 3.054113e-01 1.716830e-01 4.038109e-01 3.685358e-01 3.181051e-01 2.129016e-01 1.427768e-01 5.452166e+00
10000.0 1.809606e-02 3.112660e-01 1.757272e-01 3.922467e-01 3.562041e-01 3.069212e-01 2.041312e-01 1.363862e-01 5.215202e+00
10000.0 1.906366e-02 3.171446e-01 1.797955e-01 3.808713e-01 3.440632e-01 2.959299e-01 1.955564e-01 1.301608e-01 4.984697e+00
10000.0 2.008299e-02 3.230503e-01 1.838909e-01 3.697424e-01 3.321731e-01 2.851915e-01 1.872385e-01 1.241516e-01 4.762608e+00
10000.0 2.115682e-02 3.289757e-01 1.880052e-01 3.588570e-01 3.205337e-01 2.747059e-01 1.791770e-01 1.183572e-01 4.548811e+00
10000.0 2.228808e-02 3.349112e-01 1.921284e-01 3.481457e-01 3.090754e-01 2.644026e-01 1.713001e-01 1.127169e-01 4.340937e+00
10000.0 2.347982e-02 3.408550e-01 1.962582e-01 3.376123e-01 2.978031e-01 2.542866e-01 1.636128e-01 1.072346e-01 4.139111e+00
10000.0 2.473528e-02 3.468009e-01 2.003848e-01 3.273551e-01 2.868242e-01 2.444658e-01 1.562234e-01 1.019992e-01 3.946660e+00
10000.0 2.605787e-02 3.527408e-01 2.045007e-01 3.172582e-01 2.760186e-01 2.348189e-01 1.490089e-01 9.690797e-02 3.759637e+00
10000.0 2.745118e-02 3.586724e-01 2.086027e-01 3.073199e-01 2.653854e-01 2.253451e-01 1.419682e-01 9.195968e-02 3.577981e+00
10000.0 2.891899e-02 3.645841e-01 2.126741e-01 2.976028e-01 2.549969e-01 2.161164e-01 1.351726e-01 8.721206e-02 3.403812e+00
10000.0 3.046528e-02 3.704676e-01 2.167040e-01 2.880740e-01 2.448214e-01 2.071005e-01 1.285887e-01 8.263648e-02 3.236003e+00
10000.0 3.209426e-02 3.763239e-01 2.206943e-01 2.786912e-01 2.348132e-01 1.982514e-01 1.221700e-01 7.819471e-02 3.073116e+00
10000.0 3.381033e-02 3.821449e-01 2.246333e-01 2.694711e-01 2.249941e-01 1.895906e-01 1.159371e-01 7.390293e-02 2.915725e+00
10000.0 3.561817e-02 3.879026e-01 2.284804e-01 2.604678e-01 2.154337e-01 1.811863e-01 1.099555e-01 6.981222e-02 2.765632e+00
10000.0 3.752267e-02 3.936113e-01 2.322559e-01 2.515987e-01 2.060377e-01 1.729445e-01 1.041316e-01 6.584691e-02 2.620057e+00
10000.0 3.952900e-02 3.992679e-01 2.359552e-01 2.428625e-01 1.968061e-01 1.648649e-01 9.846456e-02 6.200599e-02 2.478949e+00
10000.0 4.164261e-02 4.048311e-01 2.395168e-01 2.343244e-01 1.878264e-01 1.570327e-01 9.303472e-02 5.835164e-02 2.344494e+00
10000.0 4.386923e-02 4.103104e-01 2.429538e-01 2.259318e-01 1.790379e-01 1.493874e-01 8.778164e-02 5.483501e-02 2.214907e+00
10000.0 4.621491e-02 4.157122e-01 2.462751e-01 2.176622e-01 1.704137e-01 1.419021e-01 8.267910e-02 5.143515e-02 2.089430e+00
10000.0 4.868602e-02 4.210102e-01 2.494414e-01 2.095419e-01 1.619931e-01 1.346144e-01 7.776082e-02 4.817739e-02 1.968936e+00
10000.0 5.128925e-02 4.261664e-01 2.523944e-01 2.015934e-01 1.538151e-01 1.275606e-01 7.305741e-02 4.508359e-02 1.854143e+00
10000.0 5.403168e-02 4.312153e-01 2.551859e-01 1.937597e-01 1.458039e-01 1.206668e-01 6.849891e-02 4.209941e-02 1.743140e+00
10000.0 5.692075e-02 4.361528e-01 2.578094e-01 1.860398e-01 1.379598e-01 1.139330e-01 6.408465e-02 3.922395e-02 1.635890e+00
10000.0 5.996429e-02 4.408847e-01 2.601242e-01 1.785020e-01 1.303920e-01 1.074616e-01 5.990285e-02 3.652179e-02 1.534583e+00
10000.0 6.317057e-02 4.454657e-01 2.622132e-01 1.710800e-01 1.230063e-01 1.011619e-01 5.587005e-02 3.392930e-02 1.437017e+00
10000.0 6.654829e-02 4.498980e-01 2.640813e-01 1.637661e-01 1.157926e-01 9.502365e-02 5.197643e-02 3.143881e-02 1.342924e+00
10000.0 7.010662e-02 4.541163e-01 2.656339e-01 1.565954e-01 1.088106e-01 8.910214e-02 4.826695e-02 2.908211e-02 1.253373e+00
10000.0 7.385521e-02 4.580884e-01 2.668300e-01 1.495688e-01 1.020691e-01 8.340348e-02 4.474263e-02 2.685814e-02 1.168311e+00
10000.0 7.780424e-02 4.618649e-01 2.677480e-01 1.426474e-01 9.550581e-02 7.786903e-02 4.135258e-02 2.472956e-02 1.086472e+00
10000.0 8.196442e-02 4.654306e-01 2.683692e-01 1.358350e-01 8.912813e-02 7.250512e-02 3.810091e-02 2.269878e-02 1.007935e+00
10000.0 8.634704e-02 4.686146e-01 2.684708e-01 1.291972e-01 8.305361e-02 6.741733e-02 3.506779e-02 2.082027e-02 9.345367e-01
10000.0 9.096401e-02 4.715405e-01 2.682357e-01 1.226650e-01 7.716415e-02 6.249667e-02 3.216375e-02 1.903042e-02 8.641321e-01
10000.0 9.582784e-02 4.742230e-01 2.676788e-01 1.162250e-01 7.144285e-02 5.772712e-02 2.937460e-02 1.731866e-02 7.963483e-01
10000.0 1.009517e-01 4.766185e-01 2.667224e-01 1.098635e-01 6.589493e-02 5.311010e-02 2.669399e-02 1.567720e-02 7.308472e-01
10000.0 1.063496e-01 4.785887e-01 2.652878e-01 1.036752e-01 6.062000e-02 4.873899e-02 2.420181e-02 1.416546e-02 6.698317e-01
10000.0 1.120361e-01 4.800211e-01 2.632514e-01 9.766719e-02 5.564874e-02 4.463756e-02 2.190747e-02 1.278604e-02 6.133537e-01
10000.0 1.180267e-01 4.810259e-01 2.607598e-01 9.178325e-02 5.089051e-02 4.072314e-02 1.974521e-02 1.149283e-02 5.598344e-01
10000.0 1.243375e-01 4.814845e-01 2.577203e-01 8.604728e-02 4.638195e-02 3.702657e-02 1.773375e-02 1.029699e-02 5.096779e-01
10000.0 1.309858e-01 4.813974e-01 2.541671e-01 8.045003e-02 4.210206e-02 3.352833e-02 1.585678e-02 9.187011e-03 4.625103e-01
10000.0 1.379896e-01 4.807054e-01 2.500827e-01 7.499727e-02 3.805403e-02 3.023002e-02 1.411261e-02 8.160902e-03 4.182875e-01
10000.0 1.453679e-01 4.793019e-01 2.454178e-01 6.970440e-02 3.425467e-02 2.714490e-02 1.250713e-02 7.221417e-03 3.771364e-01
10000.0 1.531407e-01 4.772236e-01 2.402435e-01 6.455498e-02 3.067050e-02 2.424321e-02 1.101846e-02 6.354111e-03 3.385736e-01
10000.0 1.613291e-01 4.742502e-01 2.344495e-01 5.958572e-02 2.734543e-02 2.156109e-02 9.666546e-03 5.570390e-03 3.030467e-01
10000.0 1.699554e-01 4.704553e-01 2.281360e-01 5.477323e-02 2.423584e-02 1.906053e-02 8.425221e-03 4.853536e-03 2.699826e-01
10000.0 1.790429e-01 4.656776e-01 2.212565e-01 5.014002e-02 2.136076e-02 1.675649e-02 7.300956e-03 4.206754e-03 2.395384e-01
10000.0 1.886163e-01 4.598456e-01 2.138278e-01 4.569055e-02 1.871377e-02 1.464251e-02 6.287377e-03 3.625579e-03 2.115880e-01
10000.0 1.987016e-01 4.529574e-01 2.059037e-01 4.141800e-02 1.627435e-02 1.270057e-02 5.371692e-03 3.101883e-03 1.858615e-01
10000.0 2.093261e-01 4.447462e-01 1.974274e-01 3.735909e-02 1.407060e-02 1.095286e-02 4.563899e-03 2.640963e-03 1.626125e-01
10000.0 2.205187e-01 4.353554e-01 1.885167e-01 3.348458e-02 1.205745e-02 9.361357e-03 3.840756e-03 2.228871e-03 1.413323e-01
10000.0 2.323098e-01 4.245082e-01 1.791374e-01 2.983152e-02 1.025832e-02 7.944309e-03 3.209843e-03 1.869571e-03 1.222298e-01
10000.0 2.447314e-01 4.122657e-01 1.693723e-01 2.638625e-02 8.646243e-03 6.678909e-03 2.657071e-03 1.554686e-03 1.050053e-01
10000.0 2.578172e-01 3.985563e-01 1.592658e-01 2.315631e-02 7.214275e-03 5.558734e-03 2.177210e-03 1.280994e-03 8.956903e-02
10000.0 2.716026e-01 3.832284e-01 1.488528e-01 2.016230e-02 5.965078e-03 4.585134e-03 1.768991e-03 1.047576e-03 7.593200e-02
10000.0 2.861252e-01 3.664781e-01 1.382325e-01 1.737609e-02 4.864621e-03 3.730182e-03 1.417197e-03 8.457554e-04 6.375058e-02
10000.0 3.014242e-01 3.480156e-01 1.274428e-01 1.484390e-02 3.931281e-03 3.007806e-03 1.126671e-03 6.781644e-04 5.320046e-02
10000.0 3.175413e-01 3.281533e-01 1.165856e-01 1.252591e-02 3.127068e-03 2.387309e-03 8.818563e-04 5.360904e-04 4.391221e-02
10000.0 3.345202e-01 3.068335e-01 1.057402e-01 1.044271e-02 2.452597e-03 1.868647e-03 6.814328e-04 4.188247e-04 3.589885e-02
10000.0 3.524070e-01 2.841992e-01 9.499813e-02 8.589017e-03 1.893948e-03 1.440423e-03 5.192795e-04 3.230135e-04 2.903550e-02
10000.0 3.712501e-01 2.605088e-01 8.443974e-02 6.943834e-03 1.431176e-03 1.086686e-03 3.877205e-04 2.444450e-04 2.313938e-02
10000.0 3.911008e-01 2.358482e-01 7.420407e-02 5.533788e-03 1.066446e-03 8.087370e-04 2.863649e-04 1.830365e-04 1.825551e-02
10000.0 4.120129e-01 2.105965e-01 6.426425e-02 4.292559e-03 7.657748e-04 5.797901e-04 2.032293e-04 1.318960e-04 1.400526e-02
10000.0 4.340432e-01 1.850803e-01 5.487278e-02 3.268586e-03 5.400741e-04 4.086047e-04 1.427003e-04 9.407764e-05 1.062749e-02
10000.0 4.572514e-01 1.597153e-01 4.607814e-02 2.428993e-03 3.708919e-04 2.805619e-04 9.805091e-05 6.567469e-05 7.912495e-03
10000.0 4.817006e-01 1.349433e-01 3.795073e-02 1.752567e-03 2.463340e-04 1.864144e-04 6.546947e-05 4.455342e-05 5.749132e-03
10000.0 5.074570e-01 1.112311e-01 3.056477e-02 1.221843e-03 1.573985e-04 1.192392e-04 4.229248e-05 2.923180e-05 4.059355e-03
10000.0 5.345907e-01 8.906708e-02 2.398733e-02 8.189925e-04 9.628145e-05 7.307454e-05 2.632323e-05 1.846347e-05 2.773089e-03
10000.0 5.631752e-01 6.892516e-02 1.826629e-02 5.246125e-04 5.604431e-05 4.265354e-05 1.570140e-05 1.116133e-05 1.822784e-03
10000.0 5.932881e-01 5.117832e-02 1.341186e-02 3.177118e-04 3.065887e-05 2.342382e-05 8.873747e-06 6.383040e-06 1.141712e-03
10000.0 6.250111e-01 3.612616e-02 9.420496e-03 1.796676e-04 1.555128e-05 1.194336e-05 4.693239e-06 3.409765e-06 6.738932e-04
10000.0 6.584303e-01 2.393972e-02 6.262488e-03 9.327970e-05 7.181244e-06 5.553155e-06 2.283730e-06 1.672197e-06 3.692087e-04
10000.0 6.936365e-01 1.462346e-02 3.879148e-03 4.336133e-05 2.937018e-06 2.291428e-06 9.957355e-07 7.330227e-07 1.835255e-04
10000.0 7.307252e-01 7.986554e-03 2.181122e-03 1.725718e-05 1.006967e-06 7.937484e-07 3.660248e-07 2.700142e-07 7.897352e-05
10000.0 7.697969e-01 3.795189e-03 1.088556e-03 5.745739e-06 2.869529e-07 2.294718e-07 1.141901e-07 8.422598e-08 2.918944e-05
10000.0 8.109579e-01 1.458553e-03 4.527968e-04 1.439179e-06 6.021816e-08 4.908768e-08 2.676417e-08 1.968617e-08 8.394117e-06
10000.0 8.543197e-01 4.020598e-04 1.416737e-04 2.318754e-07 7.929806e-09 6.635601e-09 4.038685e-09 2.954378e-09 1.638428e-06
10000.0 9.000000e-01 6.147012e-05 2.672710e-05 1.722776e-08 4.709244e-10 4.091147e-10 2.849071e-10 2.067036e-10 1.630539e-07
